Id;u_min;u_max;u_mean;sentiment;Cat;Label
p2633;3;3;3.0;1.0;pid;p2633
p2634;3;3;3.0;1.0;pid;p2634
p2635;1;5;3.0;1.0;pid;p2635
p2636;0;0;0.0;0.0;pid;p2636
p2637;-4;-4;-4.0;;pid;p2637
p2638;1;1;1.0;1.0;pid;p2638
p2639;-8;81;14.0;0.0;pid;p2639
p264;2;2;2.0;;pid;p264
p2640;1;1;1.0;0.0;pid;p2640
p2641;2;16;8.33;;pid;p2641
p2642;1;18;5.25;0.0;pid;p2642
p2643;2;8;5.0;1.0;pid;p2643
p2644;2;2;2.0;0.0;pid;p2644
p2645;1;4;2.5;;pid;p2645
p2646;-9;67;31.5;1.0;pid;p2646
p2647;3;3;3.0;;pid;p2647
p2648;1;3;2.0;2.0;pid;p2648
p2649;-4;17;6.5;0.0;pid;p2649
p265;13;13;13.0;1.0;pid;p265
p2650;2;23;9.5;0.0;pid;p2650
p2651;0;4;2.25;1.0;pid;p2651
p2652;1;1;1.0;;pid;p2652
p2653;1;1;1.0;0.0;pid;p2653
p2654;2;2;2.0;1.0;pid;p2654
p2655;1;4;2.5;0.0;pid;p2655
p2656;1;1;1.0;;pid;p2656
p2657;1;1;1.0;1.0;pid;p2657
p2658;1;6;3.5;2.0;pid;p2658
p2659;1;1;1.0;0.0;pid;p2659
p266;6;6;6.0;1.0;pid;p266
p2660;-5;4;0.83;1.0;pid;p2660
p2661;0;15;3.88;;pid;p2661
p2662;-20;33;5.33;1.0;pid;p2662
p2663;1;9;4.0;1.0;pid;p2663
p2664;1;1;1.0;2.0;pid;p2664
p2665;2;2;2.0;;pid;p2665
p2666;2;2;2.0;1.0;pid;p2666
p2667;-27;27;-1.75;0.0;pid;p2667
p2668;7;7;7.0;;pid;p2668
p2669;-9;26;5.17;0.0;pid;p2669
p267;1;1;1.0;;pid;p267
p2670;1;1;1.0;1.0;pid;p2670
p2671;2;9;4.67;;pid;p2671
p2672;2;2;2.0;;pid;p2672
p2673;-2;-2;-2.0;;pid;p2673
p2674;1;1;1.0;;pid;p2674
p2675;1;1;1.0;;pid;p2675
p2676;-2;-2;-2.0;;pid;p2676
p2677;0;19;9.5;0.0;pid;p2677
p2678;-10;79;18.09;0.0;pid;p2678
p2679;1;1;1.0;1.0;pid;p2679
p268;1;1;1.0;1.0;pid;p268
p2680;0;4;2.0;;pid;p2680
p2681;5;6;5.5;1.0;pid;p2681
p2682;1;1;1.0;0.0;pid;p2682
p2683;2;2;2.0;0.0;pid;p2683
p2684;1;1;1.0;1.0;pid;p2684
p2685;-21;160;31.31;;pid;p2685
p2686;3;3;3.0;1.0;pid;p2686
p2687;2;15;6.6;1.0;pid;p2687
p2688;3;3;3.0;;pid;p2688
p2689;5;6;5.5;1.0;pid;p2689
p269;1;24;8.67;;pid;p269
p2690;14;35;24.5;1.0;pid;p2690
p2691;5;5;5.0;;pid;p2691
p2692;0;156;88.33;1.0;pid;p2692
p27;4;4;4.0;;pid;p27
p270;1;1;1.0;1.0;pid;p270
p271;-4;1;-1.5;;pid;p271
p272;1;7;3.67;;pid;p272
p273;1;1;1.0;;pid;p273
p274;1;1;1.0;;pid;p274
p275;2;3;2.5;;pid;p275
p276;7;7;7.0;;pid;p276
p277;-1;-1;-1.0;;pid;p277
p278;2;2;2.0;;pid;p278
p279;4;4;4.0;0.0;pid;p279
p28;7;7;7.0;1.0;pid;p28
p280;-4;-4;-4.0;;pid;p280
p281;2;2;2.0;0.0;pid;p281
p282;6;6;6.0;;pid;p282
p283;5;5;5.0;1.0;pid;p283
p284;1;1;1.0;;pid;p284
p285;5;5;5.0;;pid;p285
p286;6;6;6.0;;pid;p286
p287;5;5;5.0;;pid;p287
p288;1;1;1.0;;pid;p288
p289;-2;-2;-2.0;;pid;p289
p29;1;1;1.0;;pid;p29
p290;5;5;5.0;0.0;pid;p290
p291;-2;-2;-2.0;0.0;pid;p291
p292;1;1;1.0;1.0;pid;p292
p293;5;5;5.0;;pid;p293
p294;-1;-1;-1.0;;pid;p294
p295;3;3;3.0;2.0;pid;p295
p296;5;5;5.0;;pid;p296
p297;31;43;37.0;0.0;pid;p297
p298;7;7;7.0;;pid;p298
p299;1;1;1.0;;pid;p299
p3;3;3;3.0;;pid;p3
p30;4;4;4.0;;pid;p30
p300;-1;-1;-1.0;;pid;p300
p301;-14;-14;-14.0;;pid;p301
p302;1;1;1.0;;pid;p302
p303;3;11;6.67;;pid;p303
p304;2;2;2.0;;pid;p304
p305;10;10;10.0;2.0;pid;p305
p306;9;9;9.0;0.0;pid;p306
p307;0;0;0.0;;pid;p307
p308;2;2;2.0;0.0;pid;p308
p309;2;2;2.0;0.0;pid;p309
p31;1;3;2.0;0.0;pid;p31
p310;-15;-15;-15.0;0.0;pid;p310
p311;4;4;4.0;1.0;pid;p311
p312;2;2;2.0;0.0;pid;p312
p313;1;1;1.0;2.0;pid;p313
p314;1;1;1.0;1.0;pid;p314
p315;1;1;1.0;1.0;pid;p315
p316;7;7;7.0;;pid;p316
p317;1;1;1.0;2.0;pid;p317
p318;8;8;8.0;;pid;p318
p319;2;2;2.0;0.0;pid;p319
p32;1;1;1.0;;pid;p32
p320;2;10;5.67;1.0;pid;p320
p321;1;1;1.0;;pid;p321
p322;2;3;2.33;;pid;p322
p323;3;3;3.0;0.0;pid;p323
p324;4;4;4.0;;pid;p324
p325;3;3;3.0;;pid;p325
p326;1;1;1.0;0.0;pid;p326
p327;1;1;1.0;1.0;pid;p327
p328;6;6;6.0;1.0;pid;p328
p329;2;2;2.0;0.0;pid;p329
p33;9;9;9.0;0.0;pid;p33
p330;2;2;2.0;1.0;pid;p330
p331;-3;3;1.0;2.0;pid;p331
p332;9;9;9.0;0.0;pid;p332
p333;16;16;16.0;0.0;pid;p333
p334;2;2;2.0;0.0;pid;p334
p335;-1;-1;-1.0;0.0;pid;p335
p336;3;3;3.0;0.0;pid;p336
p337;3;3;3.0;0.0;pid;p337
p338;4;4;4.0;0.0;pid;p338
p339;3;3;3.0;0.0;pid;p339
p34;2;2;2.0;0.0;pid;p34
p340;-5;2;-1.5;;pid;p340
p341;1;1;1.0;1.0;pid;p341
p342;3;120;44.25;0.0;pid;p342
p343;1;1;1.0;1.0;pid;p343
p344;1;25;7.6;0.0;pid;p344
p345;14;26;20.0;0.0;pid;p345
p346;1;1;1.0;0.0;pid;p346
p347;6;6;6.0;;pid;p347
p348;1;5;3.67;;pid;p348
p349;1;28;14.5;;pid;p349
p35;9;9;9.0;;pid;p35
p350;4;4;4.0;;pid;p350
p351;3;3;3.0;;pid;p351
p352;4;21;10.67;;pid;p352
p353;3;15;9.0;;pid;p353
p354;4;4;4.0;;pid;p354
p355;4;4;4.0;;pid;p355
p356;2;42;16.0;;pid;p356
p357;7;7;7.0;0.0;pid;p357
p358;1;1;1.0;0.0;pid;p358
p359;7;7;7.0;1.0;pid;p359
p36;1;1;1.0;1.0;pid;p36
p360;2;2;2.0;1.0;pid;p360
p361;2;2;2.0;1.0;pid;p361
p362;0;0;0.0;0.0;pid;p362
p363;3;3;3.0;1.0;pid;p363
p364;1;1;1.0;0.0;pid;p364
p365;1;1;1.0;0.0;pid;p365
p366;1;1;1.0;0.0;pid;p366
p367;1;1;1.0;0.0;pid;p367
p368;5;5;5.0;0.0;pid;p368
p369;0;0;0.0;1.0;pid;p369
p37;7;7;7.0;0.0;pid;p37
p370;3;3;3.0;1.0;pid;p370
p371;1;6;3.5;;pid;p371
p372;2;39;20.5;2.0;pid;p372
p373;-24;-24;-24.0;1.0;pid;p373
p374;3;16;9.25;1.0;pid;p374
p375;20;20;20.0;1.0;pid;p375
p376;-12;-12;-12.0;;pid;p376
p377;20;20;20.0;0.0;pid;p377
p378;-27;-27;-27.0;0.0;pid;p378
p379;10;17;13.5;1.0;pid;p379
p38;16;16;16.0;1.0;pid;p38
p380;-1;3;1.0;;pid;p380
p381;0;0;0.0;2.0;pid;p381
p382;0;0;0.0;2.0;pid;p382
p383;1;1;1.0;;pid;p383
p384;1;1;1.0;1.0;pid;p384
p385;1;1;1.0;0.0;pid;p385
p386;1;1;1.0;;pid;p386
p387;4;4;4.0;;pid;p387
p388;3;3;3.0;;pid;p388
p389;1;2;1.5;;pid;p389
p39;9;9;9.0;;pid;p39
p390;2;4;3.0;;pid;p390
p391;5;5;5.0;;pid;p391
p392;1;1;1.0;;pid;p392
p393;1;1;1.0;1.0;pid;p393
p394;1;1;1.0;1.0;pid;p394
p395;4;4;4.0;0.0;pid;p395
p396;2;2;2.0;1.0;pid;p396
p397;1;3;2.0;2.0;pid;p397
p398;2;2;2.0;1.0;pid;p398
p399;2;2;2.0;0.0;pid;p399
p4;3;3;3.0;0.0;pid;p4
p40;3;3;3.0;0.0;pid;p40
p400;55;55;55.0;0.0;pid;p400
p401;-50;13;-18.5;1.0;pid;p401
p402;16;16;16.0;1.0;pid;p402
p403;10;10;10.0;0.0;pid;p403
p404;2;36;19.0;1.0;pid;p404
p405;18;55;38.33;1.0;pid;p405
p406;5;5;5.0;1.0;pid;p406
p407;12;12;12.0;1.0;pid;p407
p408;19;19;19.0;2.0;pid;p408
p409;-8;4;-2.0;1.0;pid;p409
p41;3;3;3.0;0.0;pid;p41
p410;6;34;19.0;1.0;pid;p410
p411;5;17;11.0;1.0;pid;p411
p412;-2;47;15.67;2.0;pid;p412
p413;21;21;21.0;0.0;pid;p413
p414;-7;8;2.0;2.0;pid;p414
p415;1;1;1.0;2.0;pid;p415
p416;1;3;2.0;1.0;pid;p416
p417;1;1;1.0;0.0;pid;p417
p418;1;1;1.0;1.0;pid;p418
p419;3;3;3.0;1.0;pid;p419
p42;4;4;4.0;0.0;pid;p42
p420;2;2;2.0;0.0;pid;p420
p421;3;3;3.0;1.0;pid;p421
p422;4;4;4.0;1.0;pid;p422
p423;2;2;2.0;0.0;pid;p423
p424;1;1;1.0;2.0;pid;p424
p425;0;4;2.0;2.0;pid;p425
p426;1;2;1.5;0.0;pid;p426
p427;1;1;1.0;2.0;pid;p427
p428;3;3;3.0;0.0;pid;p428
p429;4;4;4.0;0.0;pid;p429
p43;2;2;2.0;0.0;pid;p43
p430;3;3;3.0;0.0;pid;p430
p431;3;3;3.0;1.0;pid;p431
p432;7;7;7.0;1.0;pid;p432
p433;14;14;14.0;0.0;pid;p433
p434;2;12;7.33;0.0;pid;p434
p435;1;2;1.5;1.0;pid;p435
p436;3;88;45.5;0.0;pid;p436
p437;0;0;0.0;0.0;pid;p437
p438;1;19;8.0;0.0;pid;p438
p439;10;10;10.0;2.0;pid;p439
p44;10;10;10.0;0.0;pid;p44
p440;9;60;27.33;1.0;pid;p440
p441;3;7;5.0;0.0;pid;p441
p442;1;12;6.5;0.0;pid;p442
p443;1;1;1.0;2.0;pid;p443
p444;5;15;10.0;0.0;pid;p444
p445;52;52;52.0;1.0;pid;p445
p446;1;1;1.0;1.0;pid;p446
p447;14;14;14.0;1.0;pid;p447
p448;4;4;4.0;0.0;pid;p448
p449;-4;26;6.17;0.0;pid;p449
p45;1;1;1.0;0.0;pid;p45
p450;0;0;0.0;1.0;pid;p450
p451;7;7;7.0;1.0;pid;p451
p452;5;5;5.0;0.0;pid;p452
p453;5;5;5.0;0.0;pid;p453
p454;7;7;7.0;;pid;p454
p455;12;12;12.0;2.0;pid;p455
p456;6;6;6.0;0.0;pid;p456
p457;6;6;6.0;2.0;pid;p457
p458;12;12;12.0;1.0;pid;p458
p459;1;1;1.0;2.0;pid;p459
p46;-6;10;2.0;1.0;pid;p46
p460;7;7;7.0;0.0;pid;p460
p461;2;2;2.0;2.0;pid;p461
p462;1;1;1.0;1.0;pid;p462
p463;-1;5;2.0;2.0;pid;p463
p464;3;3;3.0;1.0;pid;p464
p465;2;2;2.0;1.0;pid;p465
p466;1;5;3.0;2.0;pid;p466
p467;4;4;4.0;1.0;pid;p467
p468;2;2;2.0;;pid;p468
p469;3;3;3.0;2.0;pid;p469
p47;-20;-20;-20.0;1.0;pid;p47
p470;7;7;7.0;2.0;pid;p470
p471;2;2;2.0;1.0;pid;p471
p472;1;1;1.0;1.0;pid;p472
p473;1;1;1.0;0.0;pid;p473
p474;10;10;10.0;1.0;pid;p474
p475;12;12;12.0;0.0;pid;p475
p476;-10;-10;-10.0;1.0;pid;p476
p477;10;10;10.0;1.0;pid;p477
p478;-11;-11;-11.0;1.0;pid;p478
p479;10;10;10.0;0.0;pid;p479
p48;13;30;23.33;;pid;p48
p480;-1;-1;-1.0;0.0;pid;p480
p481;6;6;6.0;2.0;pid;p481
p482;0;0;0.0;1.0;pid;p482
p483;6;6;6.0;1.0;pid;p483
p484;0;0;0.0;1.0;pid;p484
p485;-2;27;12.5;0.0;pid;p485
p486;36;36;36.0;;pid;p486
p487;25;25;25.0;0.0;pid;p487
p488;1;1;1.0;0.0;pid;p488
p489;10;10;10.0;0.0;pid;p489
p49;-22;-16;-19.0;1.0;pid;p49
p490;-5;-5;-5.0;1.0;pid;p490
p491;0;0;0.0;;pid;p491
p492;-3;-3;-3.0;1.0;pid;p492
p493;5;5;5.0;1.0;pid;p493
p494;2;2;2.0;;pid;p494
p495;2;2;2.0;1.0;pid;p495
p496;1;1;1.0;1.0;pid;p496
p497;1;1;1.0;;pid;p497
p498;9;9;9.0;0.0;pid;p498
p499;0;9;4.5;1.0;pid;p499
p5;3;3;3.0;;pid;p5
p50;31;31;31.0;0.0;pid;p50
p500;7;7;7.0;;pid;p500
p501;1;1;1.0;0.0;pid;p501
p502;-1;-1;-1.0;;pid;p502
p503;1;1;1.0;;pid;p503
p504;2;2;2.0;;pid;p504
p505;2;3;2.5;;pid;p505
p506;3;3;3.0;;pid;p506
p507;-2;-2;-2.0;;pid;p507
p508;1;1;1.0;0.0;pid;p508
p509;11;11;11.0;1.0;pid;p509
p51;-22;-22;-22.0;;pid;p51
p510;0;40;20.0;1.0;pid;p510
p511;22;22;22.0;0.0;pid;p511
p512;1;13;7.0;;pid;p512
p513;12;12;12.0;1.0;pid;p513
p514;25;25;25.0;;pid;p514
p515;2;23;12.5;1.0;pid;p515
p516;1;22;11.5;;pid;p516
p517;2;13;7.5;;pid;p517
p518;8;8;8.0;;pid;p518
p519;5;5;5.0;;pid;p519
p52;-11;-11;-11.0;;pid;p52
p520;-6;-6;-6.0;;pid;p520
p521;5;16;10.5;;pid;p521
p522;5;5;5.0;;pid;p522
p523;1;1;1.0;;pid;p523
p524;1;7;4.0;0.0;pid;p524
p525;2;20;11.0;2.0;pid;p525
p526;-10;-10;-10.0;;pid;p526
p527;6;6;6.0;1.0;pid;p527
p528;2;2;2.0;;pid;p528
p529;1;1;1.0;0.0;pid;p529
p53;-2;-2;-2.0;;pid;p53
p530;1;9;5.0;;pid;p530
p531;0;0;0.0;;pid;p531
p532;0;0;0.0;;pid;p532
p533;1;1;1.0;;pid;p533
p534;-38;115;25.75;;pid;p534
p535;1;127;37.2;;pid;p535
p536;13;32;22.5;2.0;pid;p536
p537;28;39;34.0;1.0;pid;p537
p538;-13;-13;-13.0;1.0;pid;p538
p539;20;20;20.0;0.0;pid;p539
p54;4;4;4.0;;pid;p54
p540;-1;21;8.0;2.0;pid;p540
p541;1;1;1.0;1.0;pid;p541
p542;12;13;12.5;;pid;p542
p543;6;6;6.0;;pid;p543
p544;-8;61;15.75;;pid;p544
p545;2;3;2.5;;pid;p545
p546;2;6;4.0;2.0;pid;p546
p547;2;13;7.5;1.0;pid;p547
p548;4;75;39.5;0.0;pid;p548
p549;2;2;2.0;;pid;p549
p55;2;2;2.0;1.0;pid;p55
p550;10;10;10.0;2.0;pid;p550
p551;0;0;0.0;;pid;p551
p552;19;19;19.0;;pid;p552
p553;1;1;1.0;;pid;p553
p554;-1;-1;-1.0;0.0;pid;p554
p555;1;1;1.0;0.0;pid;p555
p556;1;1;1.0;1.0;pid;p556
p557;18;18;18.0;0.0;pid;p557
p558;-9;-9;-9.0;2.0;pid;p558
p559;-1;-1;-1.0;;pid;p559
p56;2;17;9.5;1.0;pid;p56
p560;5;12;8.5;0.0;pid;p560
p561;0;0;0.0;2.0;pid;p561
p562;1;6;3.5;1.0;pid;p562
p563;1;1;1.0;2.0;pid;p563
p564;1;1;1.0;;pid;p564
p565;1;1;1.0;0.0;pid;p565
p566;-4;-4;-4.0;0.0;pid;p566
p567;1;1;1.0;1.0;pid;p567
p568;0;0;0.0;;pid;p568
p569;4;4;4.0;1.0;pid;p569
p57;-5;-5;-5.0;0.0;pid;p57
p570;9;9;9.0;1.0;pid;p570
p571;-2;-2;-2.0;;pid;p571
p572;0;0;0.0;0.0;pid;p572
p573;1;1;1.0;0.0;pid;p573
p574;2;2;2.0;;pid;p574
p575;2;2;2.0;1.0;pid;p575
p576;6;6;6.0;1.0;pid;p576
p577;1;2;1.5;;pid;p577
p578;1;1;1.0;0.0;pid;p578
p579;1;1;1.0;0.0;pid;p579
p58;17;17;17.0;;pid;p58
p580;1;1;1.0;0.0;pid;p580
p581;10;10;10.0;;pid;p581
p582;12;12;12.0;1.0;pid;p582
p583;0;14;7.0;;pid;p583
p584;3;3;3.0;;pid;p584
p585;1;1;1.0;;pid;p585
p586;1;1;1.0;;pid;p586
p587;2;5;3.5;;pid;p587
p588;3;9;6.0;;pid;p588
p589;-4;6;1.0;;pid;p589
p59;24;24;24.0;;pid;p59
p590;0;0;0.0;;pid;p590
p591;4;4;4.0;;pid;p591
p592;1;1;1.0;;pid;p592
p593;41;41;41.0;;pid;p593
p594;0;3;1.5;;pid;p594
p595;1;1;1.0;;pid;p595
p596;-17;-17;-17.0;;pid;p596
p597;1;5;3.0;;pid;p597
p598;1;1;1.0;;pid;p598
p599;-1;2;0.5;1.0;pid;p599
p6;1;1;1.0;0.0;pid;p6
p60;-1;-1;-1.0;1.0;pid;p60
p600;5;5;5.0;0.0;pid;p600
p601;-5;3;-0.67;1.0;pid;p601
p602;3;11;7.0;;pid;p602
p603;2;2;2.0;2.0;pid;p603
p604;6;6;6.0;;pid;p604
p605;1;4;2.5;2.0;pid;p605
p606;0;0;0.0;1.0;pid;p606
p607;9;9;9.0;;pid;p607
p608;0;0;0.0;1.0;pid;p608
p609;2;2;2.0;;pid;p609
p61;13;13;13.0;2.0;pid;p61
p610;0;0;0.0;;pid;p610
p611;-2;0;-1.0;;pid;p611
p612;9;9;9.0;;pid;p612
p613;5;5;5.0;;pid;p613
p614;-1;-1;-1.0;;pid;p614
p615;6;9;7.5;;pid;p615
p616;1;1;1.0;0.0;pid;p616
p617;1;1;1.0;0.0;pid;p617
p618;-1;-1;-1.0;1.0;pid;p618
p619;4;4;4.0;;pid;p619
p62;0;0;0.0;1.0;pid;p62
p620;1;5;2.67;0.0;pid;p620
p621;0;0;0.0;1.0;pid;p621
p622;7;7;7.0;;pid;p622
p623;2;2;2.0;;pid;p623
p624;2;5;3.0;;pid;p624
p625;2;2;2.0;;pid;p625
p626;1;1;1.0;1.0;pid;p626
p627;-3;-3;-3.0;1.0;pid;p627
p628;4;5;4.5;0.0;pid;p628
p629;5;7;6.0;;pid;p629
p63;3;3;3.0;1.0;pid;p63
p630;-1;-1;-1.0;1.0;pid;p630
p631;1;1;1.0;2.0;pid;p631
p632;0;0;0.0;;pid;p632
p633;4;4;4.0;;pid;p633
p634;3;3;3.0;;pid;p634
p635;-2;-2;-2.0;1.0;pid;p635
p636;0;0;0.0;;pid;p636
p637;2;3;2.5;;pid;p637
p638;-2;3;0.5;;pid;p638
p639;0;0;0.0;;pid;p639
p64;0;0;0.0;;pid;p64
p640;2;2;2.0;;pid;p640
p641;1;1;1.0;1.0;pid;p641
p642;-1;-1;-1.0;1.0;pid;p642
p643;2;2;2.0;0.0;pid;p643
p644;-1;-1;-1.0;;pid;p644
p645;2;2;2.0;1.0;pid;p645
p646;4;4;4.0;;pid;p646
p647;3;3;3.0;;pid;p647
p648;1;1;1.0;1.0;pid;p648
p649;1;1;1.0;;pid;p649
p65;3;3;3.0;1.0;pid;p65
p650;3;3;3.0;;pid;p650
p651;0;0;0.0;;pid;p651
p652;1;1;1.0;;pid;p652
p653;2;2;2.0;;pid;p653
p654;-1;-1;-1.0;;pid;p654
p655;3;3;3.0;0.0;pid;p655
p656;1;1;1.0;1.0;pid;p656
p657;-1;-1;-1.0;2.0;pid;p657
p658;-5;-5;-5.0;0.0;pid;p658
p659;2;2;2.0;0.0;pid;p659
p66;2;2;2.0;0.0;pid;p66
p660;1;1;1.0;;pid;p660
p661;10;10;10.0;0.0;pid;p661
p662;1;1;1.0;1.0;pid;p662
p663;5;5;5.0;0.0;pid;p663
p664;0;0;0.0;0.0;pid;p664
p665;3;3;3.0;;pid;p665
p666;9;9;9.0;1.0;pid;p666
p667;5;5;5.0;;pid;p667
p668;2;2;2.0;;pid;p668
p669;1;1;1.0;;pid;p669
p67;3;3;3.0;;pid;p67
p670;1;1;1.0;;pid;p670
p671;3;3;3.0;;pid;p671
p672;2;2;2.0;;pid;p672
p673;1;12;5.67;;pid;p673
p674;7;7;7.0;0.0;pid;p674
p675;9;9;9.0;0.0;pid;p675
p676;2;2;2.0;1.0;pid;p676
p677;3;4;3.67;1.0;pid;p677
p678;12;17;14.5;1.0;pid;p678
p679;7;26;17.0;0.0;pid;p679
p68;2;2;2.0;1.0;pid;p68
p680;9;9;9.0;2.0;pid;p680
p681;18;18;18.0;1.0;pid;p681
p682;1;1;1.0;0.0;pid;p682
p683;1;1;1.0;0.0;pid;p683
p684;3;3;3.0;0.0;pid;p684
p685;2;2;2.0;0.0;pid;p685
p686;1;1;1.0;0.0;pid;p686
p687;1;1;1.0;0.0;pid;p687
p688;1;1;1.0;0.0;pid;p688
p689;1;1;1.0;0.0;pid;p689
p69;2;2;2.0;1.0;pid;p69
p690;5;5;5.0;1.0;pid;p690
p691;7;7;7.0;1.0;pid;p691
p692;-4;-4;-4.0;0.0;pid;p692
p693;3;3;3.0;0.0;pid;p693
p694;1;5;3.0;0.0;pid;p694
p695;-2;-2;-2.0;0.0;pid;p695
p696;10;10;10.0;0.0;pid;p696
p697;1;1;1.0;0.0;pid;p697
p698;2;2;2.0;0.0;pid;p698
p699;2;3;2.5;0.0;pid;p699
p7;4;4;4.0;0.0;pid;p7
p70;15;15;15.0;0.0;pid;p70
p700;4;4;4.0;0.0;pid;p700
p701;1;1;1.0;0.0;pid;p701
p702;22;22;22.0;0.0;pid;p702
p703;-11;-11;-11.0;2.0;pid;p703
p704;12;12;12.0;0.0;pid;p704
p705;16;16;16.0;0.0;pid;p705
p706;10;10;10.0;0.0;pid;p706
p707;1;1;1.0;0.0;pid;p707
p708;1;1;1.0;0.0;pid;p708
p709;3;3;3.0;0.0;pid;p709
p71;-1;-1;-1.0;0.0;pid;p71
p710;5;5;5.0;0.0;pid;p710
p711;-1;4;1.5;0.0;pid;p711
p712;0;0;0.0;0.0;pid;p712
p713;11;11;11.0;0.0;pid;p713
p714;16;16;16.0;0.0;pid;p714
p715;2;2;2.0;1.0;pid;p715
p716;2;2;2.0;0.0;pid;p716
p717;5;5;5.0;0.0;pid;p717
p718;8;8;8.0;;pid;p718
p719;1;10;5.5;0.0;pid;p719
p72;1;1;1.0;0.0;pid;p72
p720;1;1;1.0;0.0;pid;p720
p721;4;4;4.0;0.0;pid;p721
p722;3;6;4.5;2.0;pid;p722
p723;2;2;2.0;2.0;pid;p723
p724;1;1;1.0;2.0;pid;p724
p725;1;1;1.0;1.0;pid;p725
p726;10;10;10.0;1.0;pid;p726
p727;1;1;1.0;0.0;pid;p727
p728;1;1;1.0;2.0;pid;p728
p729;1;1;1.0;0.0;pid;p729
p73;-5;-5;-5.0;0.0;pid;p73
p730;2;2;2.0;0.0;pid;p730
p731;-1;-1;-1.0;0.0;pid;p731
p732;2;2;2.0;1.0;pid;p732
p733;-2;-2;-2.0;1.0;pid;p733
p734;-9;24;6.5;0.0;pid;p734
p735;7;7;7.0;0.0;pid;p735
p736;13;13;13.0;1.0;pid;p736
p737;-8;27;8.67;2.0;pid;p737
p738;-1;-1;-1.0;0.0;pid;p738
p739;2;2;2.0;0.0;pid;p739
p74;3;3;3.0;0.0;pid;p74
p740;5;5;5.0;1.0;pid;p740
p741;-3;-3;-3.0;0.0;pid;p741
p742;5;5;5.0;0.0;pid;p742
p743;1;1;1.0;0.0;pid;p743
p744;1;1;1.0;1.0;pid;p744
p745;12;12;12.0;0.0;pid;p745
p746;-1;-1;-1.0;2.0;pid;p746
p747;5;5;5.0;1.0;pid;p747
p748;-10;7;-1.5;1.0;pid;p748
p749;-6;-6;-6.0;1.0;pid;p749
p75;5;5;5.0;1.0;pid;p75
p750;4;4;4.0;0.0;pid;p750
p751;-1;1;0.0;0.0;pid;p751
p752;-1;5;2.0;0.0;pid;p752
p753;-8;-8;-8.0;0.0;pid;p753
p754;1;1;1.0;0.0;pid;p754
p755;10;10;10.0;2.0;pid;p755
p756;12;12;12.0;2.0;pid;p756
p757;-3;-3;-3.0;2.0;pid;p757
p758;6;6;6.0;0.0;pid;p758
p759;-9;-5;-7.0;2.0;pid;p759
p76;0;0;0.0;0.0;pid;p76
p760;2;2;2.0;1.0;pid;p760
p761;3;3;3.0;2.0;pid;p761
p762;-1;-1;-1.0;2.0;pid;p762
p763;-2;-2;-2.0;1.0;pid;p763
p764;1;2;1.5;2.0;pid;p764
p765;1;1;1.0;;pid;p765
p766;-7;-7;-7.0;2.0;pid;p766
p767;-3;-3;-3.0;0.0;pid;p767
p768;4;4;4.0;1.0;pid;p768
p769;2;2;2.0;1.0;pid;p769
p77;-7;-7;-7.0;2.0;pid;p77
p770;-1;-1;-1.0;1.0;pid;p770
p771;3;3;3.0;0.0;pid;p771
p772;1;2;1.5;0.0;pid;p772
p773;1;1;1.0;2.0;pid;p773
p774;2;2;2.0;2.0;pid;p774
p775;0;0;0.0;0.0;pid;p775
p776;0;0;0.0;2.0;pid;p776
p777;1;1;1.0;;pid;p777
p778;2;2;2.0;0.0;pid;p778
p779;1;1;1.0;1.0;pid;p779
p78;-1;1;0.0;2.0;pid;p78
p780;3;3;3.0;0.0;pid;p780
p781;1;1;1.0;1.0;pid;p781
p782;0;0;0.0;0.0;pid;p782
p783;3;3;3.0;0.0;pid;p783
p784;0;0;0.0;2.0;pid;p784
p785;0;0;0.0;0.0;pid;p785
p786;2;2;2.0;0.0;pid;p786
p787;1;1;1.0;0.0;pid;p787
p788;4;4;4.0;;pid;p788
p789;2;2;2.0;1.0;pid;p789
p79;-2;-2;-2.0;0.0;pid;p79
p790;0;1;0.5;1.0;pid;p790
p791;1;1;1.0;2.0;pid;p791
p792;0;0;0.0;;pid;p792
p793;0;0;0.0;0.0;pid;p793
p794;0;0;0.0;1.0;pid;p794
p795;1;1;1.0;0.0;pid;p795
p796;1;1;1.0;;pid;p796
p797;0;0;0.0;1.0;pid;p797
p798;2;2;2.0;1.0;pid;p798
p799;1;1;1.0;;pid;p799
p8;3;3;3.0;1.0;pid;p8
p80;-1;-1;-1.0;0.0;pid;p80
p800;1;8;4.5;;pid;p800
p801;58;58;58.0;2.0;pid;p801
p802;5;5;5.0;0.0;pid;p802
p803;25;25;25.0;;pid;p803
p804;30;30;30.0;1.0;pid;p804
p805;1;1;1.0;;pid;p805
p806;21;21;21.0;;pid;p806
p807;12;12;12.0;0.0;pid;p807
p808;24;24;24.0;;pid;p808
p809;12;12;12.0;1.0;pid;p809
p81;3;3;3.0;;pid;p81
p810;17;17;17.0;;pid;p810
p811;6;6;6.0;;pid;p811
p812;-1;11;4.0;;pid;p812
p813;20;68;44.0;;pid;p813
p814;20;20;20.0;;pid;p814
p815;-5;47;21.0;;pid;p815
p816;40;40;40.0;;pid;p816
p817;-2;15;7.0;;pid;p817
p818;1;12;6.5;;pid;p818
p819;9;9;9.0;;pid;p819
p82;-1;-1;-1.0;;pid;p82
p820;14;14;14.0;;pid;p820
